NCBI_Gene_ID,Ensembl_gene_ID,gene_symbol,HGNC_ID,gene_name,Status,Previous_symbols,Alias_symbols,Accession_numbers,RefSeq_IDs
65057,ENSG00000102977,ACD,HGNC:25070,ACD shelterin complex subunit and telomerase recruitment factor,Approved,NA,"Ptop, Pip1, Tpp1, Tint1",AF070535,NM_022914
1636,ENSG00000159640,ACE,HGNC:2707,angiotensin I converting enzyme,Approved,DCP1,"ACE1, CD143",J04144,NM_000789
59272,ENSG00000130234,ACE2,HGNC:13557,angiotensin I converting enzyme 2,Approved,NA,NA,AF291820,NA
100129123,ENSG00000224353,ACE3P,HGNC:44365,"angiotensin I converting enzyme 3, pseudogene",Approved,NA,NA,NA,NA
125981,ENSG00000167769,ACER1,HGNC:18356,alkaline ceramidase 1,Approved,ASAH3,NA,AF347024,NM_133492
340485,ENSG00000177076,ACER2,HGNC:23675,alkaline ceramidase 2,Approved,ASAH3L,"FLJ41587, ALKCDase2",AK123581,NM_001010887
645978,ENSG00000180105,ACER2P1,HGNC:54674,ACER2 pseudogene 1,Approved,NA,NA,NA,NG_030142
55331,ENSG00000078124,ACER3,HGNC:16066,alkaline ceramidase 3,Approved,PHCA,"FLJ11238, APHC",AF214454,NM_018367
43,ENSG00000087085,ACHE,HGNC:108,acetylcholinesterase (Cartwright blood group),Approved,YT,NA,NA,NM_015831
22985,ENSG00000100813,ACIN1,HGNC:17066,apoptotic chromatin condensation inducer 1,Approved,ACINUS,"KIAA0670, fSAP152",AB014570,NM_014977
2532,ENSG00000213088,ACKR1,HGNC:4035,atypical chemokine receptor 1 (Duffy blood group),Approved,"FY, DARC","CCBP1, GPD, Dfy, CD234",U01839,NM_002036
1238,ENSG00000144648,ACKR2,HGNC:1565,atypical chemokine receptor 2,Approved,"CMKBR9, CCBP2","CCR10, D6, CCR9",U94888,NM_001296
57007,ENSG00000144476,ACKR3,HGNC:23692,atypical chemokine receptor 3,Approved,"CMKOR1, CXCR7","RDC1, GPR159",BC008459,NM_020311
51554,ENSG00000129048,ACKR4,HGNC:1611,atypical chemokine receptor 4,Approved,CCRL1,"CCR11, CCBP2, VSHK1, CCX-CKR, PPR1",AF110640,NM_016557
285737,ENSG00000225415,ACKR4P1,HGNC:21142,ACKR4 pseudogene 1,Approved,"CCRL1P, CCRL1P1",dJ509I19.4,NA,XM_208346
47,ENSG00000131473,ACLY,HGNC:115,ATP citrate lyase,Approved,NA,"ATPCL, CLATP, ACL",X64330,NM_001096
130013,ENSG00000153086,ACMSD,HGNC:19288,aminocarboxymuconate semialdehyde decarboxylase,Approved,NA,NA,AB071418,NA
347275,ENSG00000227411,ACNATP,HGNC:34504,acyl-CoA:amino acid N-acyltransferase pseudogene,Approved,BAATP1,NA,NA,NA
48,ENSG00000122729,ACO1,HGNC:117,aconitase 1,Approved,IREB1,"IRP1, IREBP",M58510,NM_002197
50,ENSG00000100412,ACO2,HGNC:118,aconitase 2,Approved,NA,ACONM,AH006514,NM_001098
730249,ENSG00000102794,ACOD1,HGNC:33904,aconitate decarboxylase 1,Approved,IRG1,CAD,NA,NM_001258406
641371,ENSG00000184227,ACOT1,HGNC:33128,acyl-CoA thioesterase 1,Approved,NA,"ACH2, CTE-1, LACH2",DQ082754,NM_001037161
10965,ENSG00000119673,ACOT2,HGNC:18431,acyl-CoA thioesterase 2,Approved,NA,"Mte1, ZAP128","AY005822, AK001939",NM_006821
122970,ENSG00000177465,ACOT4,HGNC:19748,acyl-CoA thioesterase 4,Approved,NA,"FLJ31235, PTE-Ib, PTE2B",BC031799,NM_152331
641372,ENSG00000205669,ACOT6,HGNC:33159,acyl-CoA thioesterase 6,Approved,C14orf42,NA,"DQ082756, BF109853",NM_001037162
11332,ENSG00000097021,ACOT7,HGNC:24157,acyl-CoA thioesterase 7,Approved,NA,"BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH",AB074417,NM_007274
10005,ENSG00000101473,ACOT8,HGNC:15919,acyl-CoA thioesterase 8,Approved,PTE1,"hACTE-III, hTE, PTE-2, NAP1",AF014404,NM_183386
23597,ENSG00000123130,ACOT9,HGNC:17152,acyl-CoA thioesterase 9,Approved,NA,"CGI-16, MT-ACT48, ACATE2",AF132950,NM_012332
26027,ENSG00000162390,ACOT11,HGNC:18156,acyl-CoA thioesterase 11,Approved,THEA,"STARD14, BFIT, KIAA0707, BFIT1, THEM1",AB014607,NM_015547
134526,ENSG00000172497,ACOT12,HGNC:24436,acyl-CoA thioesterase 12,Approved,NA,"Cach, THEAL, STARD15",AB078619,NM_130767
55856,ENSG00000112304,ACOT13,HGNC:20999,acyl-CoA thioesterase 13,Approved,THEM2,HT012,AF220186,NM_018473
51,ENSG00000161533,ACOX1,HGNC:119,acyl-CoA oxidase 1,Approved,NA,PALMCOX,U03254,NA
8309,ENSG00000168306,ACOX2,HGNC:120,acyl-CoA oxidase 2,Approved,NA,"BRCACOX, BRCOX, THCCox",X95190,NM_003500
8310,ENSG00000087008,ACOX3,HGNC:121,"acyl-CoA oxidase 3, pristanoyl",Approved,NA,NA,Y11411,NA
55289,ENSG00000153093,ACOXL,HGNC:25621,acyl-CoA oxidase like,Approved,NA,FLJ11042,NA,NM_018308
400997,ENSG00000204581,ACOXL-AS1,HGNC:41112,ACOXL antisense RNA 1,Approved,NA,NA,NA,NR_122074
52,ENSG00000143727,ACP1,HGNC:122,acid phosphatase 1,Approved,NA,"HAAP, LMW-PTP, LMWPTP",M87546,NM_004300
53,ENSG00000134575,ACP2,HGNC:123,"acid phosphatase 2, lysosomal",Approved,NA,LAP,X15525,NM_001610
55,ENSG00000014257,ACP3,HGNC:125,acid phosphatase 3,Approved,ACPP,"ACP-3, PAP, TM-PAP",NA,NM_001099
93650,ENSG00000142513,ACP4,HGNC:14376,acid phosphatase 4,Approved,ACPT,NA,AF321918,NM_033068
54,ENSG00000102575,ACP5,HGNC:124,"acid phosphatase 5, tartrate resistant",Approved,NA,"TRAP, HPAP",X14618,NA
51205,ENSG00000162836,ACP6,HGNC:29609,"acid phosphatase 6, lysophosphatidic",Approved,NA,"LPAP, ACPL1",BC009965,NM_016361
390928,ENSG00000183760,ACP7,HGNC:33781,"acid phosphatase 7, tartrate resistant (putative)",Approved,NA,"FLJ16165, PAPL1, PAPL",NA,NM_001004318
49,ENSG00000100312,ACR,HGNC:126,acrosin,Approved,NA,NA,CR456366,NM_001097
84519,ENSG00000111644,ACRBP,HGNC:17195,acrosin binding protein,Approved,NA,"SP32, OY-TES-1, CT23",AB051833,NM_032489
645529,ENSG00000175509,ACRP1,HGNC:54745,ACR pseudogene 1,Approved,NA,NA,NA,NG_021518
56,ENSG00000134940,ACRV1,HGNC:127,acrosomal vesicle protein 1,Approved,NA,"SPACA2, SP-10, D11S4365",AK223335,NM_001612
23205,ENSG00000103740,ACSBG1,HGNC:29567,acyl-CoA synthetase bubblegum family member 1,Approved,NA,"BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG",AB014531,NM_015162
81616,ENSG00000130377,ACSBG2,HGNC:24174,acyl-CoA synthetase bubblegum family member 2,Approved,NA,"BGR, PRTD-NY3, DKFZp434K1635",NA,NM_030924
80221,ENSG00000167107,ACSF2,HGNC:26101,acyl-CoA synthetase family member 2,Approved,NA,"FLJ20920, ACSMW","AK024573, BC012053",NM_025149
197322,ENSG00000176715,ACSF3,HGNC:27288,acyl-CoA synthetase family member 3,Approved,NA,NA,AK075499,NM_174917
2180,ENSG00000151726,ACSL1,HGNC:3569,acyl-CoA synthetase long chain family member 1,Approved,FACL2,"LACS2, LACS, ACS1, LACS1, FACL1",BC026290,NM_001995
2181,ENSG00000123983,ACSL3,HGNC:3570,acyl-CoA synthetase long chain family member 3,Approved,FACL3,"ACS3, PRO2194",D89053,NM_004457
105373904,ENSG00000234193,ACSL3-AS1,HGNC:40227,ACSL3 antisense RNA 1,Approved,NA,NA,DB074600,NA
2182,ENSG00000068366,ACSL4,HGNC:3571,acyl-CoA synthetase long chain family member 4,Approved,"FACL4, MRX63, MRX68","ACS4, LACS4",BC034959,NM_004458
51703,ENSG00000197142,ACSL5,HGNC:16526,acyl-CoA synthetase long chain family member 5,Approved,FACL5,"ACS5, ACS2",AB033899,NM_016234
23305,ENSG00000164398,ACSL6,HGNC:16496,acyl-CoA synthetase long chain family member 6,Approved,FACL6,"KIAA0837, ACS2, LACS5, LACS2",AB020644,NM_015256
101927693,ENSG00000223548,ACSL6-AS1,HGNC:40772,ACSL6 antisense RNA 1,Approved,NA,NA,NA,NA
116285,ENSG00000166743,ACSM1,HGNC:18049,acyl-CoA synthetase medium chain family member 1,Approved,BUCS1,MACS1,AB059429,NM_052956
123876,ENSG00000183747,ACSM2A,HGNC:32017,acyl-CoA synthetase medium chain family member 2A,Approved,ACSM2,"A-923A4.1, MGC150530","AK091878, AK096039",NM_001308172
348158,ENSG00000066813,ACSM2B,HGNC:30931,acyl-CoA synthetase medium chain family member 2B,Approved,ACSM2,"HXMA, HYST1046",AY160217,NM_182617
6296,ENSG00000005187,ACSM3,HGNC:10522,acyl-CoA synthetase medium chain family member 3,Approved,SAH,SA,D16350,NM_005622
341392,ENSG00000215009,ACSM4,HGNC:32016,acyl-CoA synthetase medium chain family member 4,Approved,NA,NA,NA,NM_001080454
54988,ENSG00000183549,ACSM5,HGNC:26060,acyl-CoA synthetase medium chain family member 5,Approved,NA,FLJ20581,NA,NM_017888
100421779,ENSG00000260762,ACSM5P1,HGNC:51295,acyl-CoA synthetase medium chain family member 5 pseudogene 1,Approved,NA,NA,NA,NG_026352
142827,ENSG00000173124,ACSM6,HGNC:31665,acyl-CoA synthetase medium chain family member 6,Approved,C10orf129,bA310E22.3,NA,NM_207321
84532,ENSG00000154930,ACSS1,HGNC:16091,acyl-CoA synthetase short chain family member 1,Approved,ACAS2L,"dJ568C11.3, AceCS2L, MGC33843",NA,NM_032501
55902,ENSG00000131069,ACSS2,HGNC:15814,acyl-CoA synthetase short chain family member 2,Approved,ACAS2,"ACS, ACSA, AceCS, dJ1161H23.1",AF263614,NM_018677
79611,ENSG00000111058,ACSS3,HGNC:24723,acyl-CoA synthetase short chain family member 3,Approved,NA,FLJ21963,NA,NM_024560
58,ENSG00000143632,ACTA1,HGNC:129,"actin alpha 1, skeletal muscle",Approved,ACTA,NEM3,J00068,NM_001100
59,ENSG00000107796,ACTA2,HGNC:130,"actin alpha 2, smooth muscle",Approved,NA,ACTSA,X13839,NM_001613
100132116,ENSG00000180139,ACTA2-AS1,HGNC:45169,ACTA2 antisense RNA 1,Approved,NA,"uc001kfo.1, ZXF1, UC001kfo","AK093340, AX748062",NR_125373
60,ENSG00000075624,ACTB,HGNC:132,actin beta,Approved,NA,NA,M28424,NM_001101
345651,ENSG00000169067,ACTBL2,HGNC:17780,actin beta like 2,Approved,NA,DKFZp686D0972,NA,NM_001017992
643309,ENSG00000229145,ACTBP1,HGNC:134,ACTB pseudogene 1,Approved,NA,NA,NA,NG_022596
62,ENSG00000213763,ACTBP2,HGNC:135,ACTB pseudogene 2,Approved,NA,NA,NA,NG_003019
63,NA,ACTBP3,HGNC:136,ACTB pseudogene 3,Approved,NA,NA,NA,NA
64,ENSG00000286676,ACTBP4,HGNC:137,ACTB pseudogene 4,Approved,NA,NA,NA,NA
66,ENSG00000203413,ACTBP6,HGNC:139,ACTB pseudogene 6,Approved,NA,NA,NA,NG_008793
67,ENSG00000185607,ACTBP7,HGNC:140,ACTB pseudogene 7,Approved,NA,NA,V00479,NA
68,ENSG00000220267,ACTBP8,HGNC:141,ACTB pseudogene 8,Approved,NA,ACTBP2,V00481,NG_000840
69,ENSG00000266920,ACTBP9,HGNC:142,ACTB pseudogene 9,Approved,NA,NA,D50604,NG_003162
446207,NA,ACTBP10,HGNC:31819,ACTB pseudogene 10,Approved,NA,NA,NA,NA
644220,ENSG00000188460,ACTBP11,HGNC:33971,ACTB pseudogene 11,Approved,NA,NA,NA,NA
100462767,ENSG00000233125,ACTBP12,HGNC:150,ACTB pseudogene 12,Approved,ACTGP5,NA,NA,NG_026958
389976,ENSG00000229001,ACTBP14,HGNC:45086,ACTB pseudogene 14,Approved,NA,NA,NA,NG_022182
391334,ENSG00000213857,ACTBP15,HGNC:55065,ACTB pseudogene 15,Approved,NA,NA,NA,NA
70,ENSG00000159251,ACTC1,HGNC:143,actin alpha cardiac muscle 1,Approved,ACTC,CMD1R,BC009978,NM_005159
399923,ENSG00000172900,ACTE1P,HGNC:51491,"actin epsilon 1, pseudogene",Approved,NA,NA,NA,NA
71,ENSG00000184009,ACTG1,HGNC:144,actin gamma 1,Approved,"ACTG, DFNA20, DFNA26",NA,NA,NM_001614
73,ENSG00000178631,ACTG1P1,HGNC:146,actin gamma 1 pseudogene 1,Approved,"ACTGP1, ACT1GP1",NA,D50658,NG_001068
74,ENSG00000229129,ACTG1P2,HGNC:147,actin gamma 1 pseudogene 2,Approved,"ACTL2, ACTGP2",NA,NA,NG_004636
75,ENSG00000215388,ACTG1P3,HGNC:148,actin gamma 1 pseudogene 3,Approved,ACTGP3,NA,AF196978,NG_000842
648740,ENSG00000236085,ACTG1P4,HGNC:149,actin gamma 1 pseudogene 4,Approved,ACTGP4,NA,NA,NA
78,NA,ACTG1P6,HGNC:151,actin gamma 1 pseudogene 6,Approved,ACTGP6,NA,NA,NA
79,NA,ACTG1P7,HGNC:152,actin gamma 1 pseudogene 7,Approved,ACTGP7,NA,NA,NA
80,NA,ACTG1P8,HGNC:153,actin gamma 1 pseudogene 8,Approved,ACTGP8,NA,NA,NA
82,ENSG00000229349,ACTG1P9,HGNC:154,actin gamma 1 pseudogene 9,Approved,ACTGP9,NA,D50659,NG_001069
83,ENSG00000231340,ACTG1P10,HGNC:155,actin gamma 1 pseudogene 10,Approved,"ACTL1, ACTGP10",NA,AL139396,NG_003039
414754,ENSG00000229465,ACTG1P11,HGNC:37651,actin gamma 1 pseudogene 11,Approved,NA,NA,NA,NG_004636
100418921,ENSG00000226642,ACTG1P12,HGNC:44496,actin gamma 1 pseudogene 12,Approved,NA,NA,NA,NA
100418920,ENSG00000241305,ACTG1P13,HGNC:49058,actin gamma 1 pseudogene 13,Approved,NA,NA,NA,NA
100418910,ENSG00000230581,ACTG1P14,HGNC:49751,actin gamma 1 pseudogene 14,Approved,NA,NA,NA,NG_023870
100418951,ENSG00000259904,ACTG1P15,HGNC:51495,actin gamma 1 pseudogene 15,Approved,NA,NA,NA,NA
100418960,ENSG00000260298,ACTG1P16,HGNC:51496,actin gamma 1 pseudogene 16,Approved,NA,NA,NA,NA
283693,ENSG00000259315,ACTG1P17,HGNC:51497,actin gamma 1 pseudogene 17,Approved,NA,NA,NA,NA
100418924,ENSG00000218475,ACTG1P18,HGNC:51498,actin gamma 1 pseudogene 18,Approved,NA,NA,NA,NA
644160,ENSG00000237999,ACTG1P19,HGNC:51499,actin gamma 1 pseudogene 19,Approved,NA,NA,NA,NA
644961,ENSG00000241547,ACTG1P20,HGNC:51500,actin gamma 1 pseudogene 20,Approved,NA,NA,NA,NA
100131291,ENSG00000232672,ACTG1P21,HGNC:51501,actin gamma 1 pseudogene 21,Approved,NA,NA,NA,NA
100131953,ENSG00000271615,ACTG1P22,HGNC:51502,actin gamma 1 pseudogene 22,Approved,NA,NA,NA,NA
442097,ENSG00000230362,ACTG1P23,HGNC:51503,actin gamma 1 pseudogene 23,Approved,NA,NA,NA,NA
441783,ENSG00000226359,ACTG1P24,HGNC:49661,actin gamma 1 pseudogene 24,Approved,POTENP,NA,NA,NA
148709,ENSG00000234996,ACTG1P25,HGNC:54872,actin gamma 1 pseudogene 25,Approved,NA,AGPG,NA,NR_002929
72,ENSG00000163017,ACTG2,HGNC:145,"actin gamma 2, smooth muscle",Approved,"ACTL3, ACTA3",ACTSG,NA,NM_001615
86,ENSG00000136518,ACTL6A,HGNC:24124,actin like 6A,Approved,NA,"Actl6, BAF53A, Arp4, Baf53a, INO80K",AK098691,NM_004301
51412,ENSG00000077080,ACTL6B,HGNC:160,actin like 6B,Approved,ACTL6,BAF53B,AB015906,NM_016188
10881,ENSG00000187003,ACTL7A,HGNC:161,actin like 7A,Approved,NA,NA,BC014610,NM_006687
10880,ENSG00000148156,ACTL7B,HGNC:162,actin like 7B,Approved,NA,Tact1,BC033789,NM_006686
81569,ENSG00000117148,ACTL8,HGNC:24018,actin like 8,Approved,NA,CT57,AK057339,NM_030812
284382,ENSG00000181786,ACTL9,HGNC:28494,actin like 9,Approved,NA,MGC33407,NA,NM_178525
170487,ENSG00000182584,ACTL10,HGNC:16127,actin like 10,Approved,C20orf134,NA,AL121906,NA
389120,ENSG00000234667,ACTL11P,HGNC:44626,"actin like 11, pseudogene",Approved,ACTBP13,NA,NA,NA
87,ENSG00000072110,ACTN1,HGNC:163,actinin alpha 1,Approved,NA,NA,M95178,NM_001102
161159,ENSG00000259062,ACTN1-AS1,HGNC:20131,ACTN1 antisense RNA 1,Approved,C14orf84,NA,"DB029126, AI147349",NA
88,ENSG00000077522,ACTN2,HGNC:164,actinin alpha 2,Approved,NA,NA,BC047901,NM_001103
89,ENSG00000248746,ACTN3,HGNC:165,actinin alpha 3,Approved,NA,NA,M86407,NM_001104
81,ENSG00000130402,ACTN4,HGNC:166,actinin alpha 4,Approved,FSGS1,NA,D89980,NA
344978,ENSG00000213493,ACTN4P1,HGNC:44028,actinin alpha 4 pseudogene 1,Approved,NA,NA,NA,NA
391026,ENSG00000214141,ACTN4P2,HGNC:44032,actinin alpha 4 pseudogene 2,Approved,NA,NA,NA,NA
106480335,ENSG00000229890,ACTP1,HGNC:51621,actin family pseudogene 1,Approved,NA,NA,NA,NG_044542
10121,ENSG00000138107,ACTR1A,HGNC:167,actin related protein 1A,Approved,NA,"ARP1, Arp1A",X82206,NA
100287074,ENSG00000233370,ACTR1AP1,HGNC:54703,ACTR1A pseudogene 1,Approved,NA,NA,NA,NG_021577
10120,ENSG00000115073,ACTR1B,HGNC:168,actin related protein 1B,Approved,CTRN2,Arp1B,X82207,NM_005735
10097,ENSG00000138071,ACTR2,HGNC:169,actin related protein 2,Approved,NA,ARP2,AF006082,NM_001005386
10096,ENSG00000115091,ACTR3,HGNC:170,actin related protein 3,Approved,NA,ARP3,AF006083,NM_005721
101060091,NA,ACTR3-AS1,HGNC:53965,ACTR3 antisense RNA 1,Approved,NA,AC104653.1,NA,NR_110174
57180,ENSG00000133627,ACTR3B,HGNC:17256,actin related protein 3B,Approved,NA,"ARP11, ARP3beta",NA,NM_020445
643050,ENSG00000270242,ACTR3BP1,HGNC:37724,ACTR3B pseudogene 1,Approved,NA,NA,NA,NG_005799
440888,ENSG00000226481,ACTR3BP2,HGNC:38677,ACTR3B pseudogene 2,Approved,NA,FKSG73,NA,NA
647156,ENSG00000260327,ACTR3BP3,HGNC:38678,ACTR3B pseudogene 3,Approved,NA,NA,NA,NA
777774,ENSG00000249283,ACTR3BP4,HGNC:38681,ACTR3B pseudogene 4,Approved,NA,NA,NA,NA
399746,ENSG00000227264,ACTR3BP5,HGNC:38682,ACTR3B pseudogene 5,Approved,NA,NA,NA,NA
644773,ENSG00000280263,ACTR3BP6,HGNC:38683,ACTR3B pseudogene 6,Approved,NA,NA,NA,NA
100289004,ENSG00000226444,ACTR3BP7,HGNC:54971,ACTR3B pseudogene 7,Approved,NA,NA,NA,NA
653857,ENSG00000106526,ACTR3C,HGNC:37282,actin related protein 3C,Approved,NA,ARP11,NA,NA
100288580,NA,ACTR3P1,HGNC:31820,ACTR3 pseudogene 1,Approved,NA,NA,NA,NA
100129013,ENSG00000232267,ACTR3P2,HGNC:38676,ACTR3 pseudogene 2,Approved,NA,NA,NA,NA
100128020,ENSG00000242573,ACTR3P3,HGNC:38679,ACTR3 pseudogene 3,Approved,NA,NA,NA,NA
79913,ENSG00000101442,ACTR5,HGNC:14671,actin related protein 5,Approved,NA,"FLJ12785, Arp5, INO80M",AK022847,NM_024855
64431,ENSG00000075089,ACTR6,HGNC:24025,actin related protein 6,Approved,NA,"ARP6, FLJ13433",AF212251,NM_022496
100421495,ENSG00000248915,ACTR6P1,HGNC:44210,ACTR6 pseudogene 1,Approved,NA,NA,NA,NG_025147
93973,ENSG00000113812,ACTR8,HGNC:14672,actin related protein 8,Approved,NA,"INO80N, ARP8",NA,NM_022899
55860,ENSG00000131966,ACTR10,HGNC:17372,actin related protein 10,Approved,NA,"HARP11, ACTR11, Arp11, Arp10",AF220190,NA
139741,ENSG00000123165,ACTRT1,HGNC:24027,actin related protein T1,Approved,NA,"AIP1, KIAA0705, ARIP1, Arp-T1",AF440739,NM_138289
100128268,ENSG00000235239,ACTRT1P1,HGNC:55127,ACTRT1 pseudogene 1,Approved,NA,NA,NA,NG_011795
140625,ENSG00000169717,ACTRT2,HGNC:24026,actin related protein T2,Approved,NA,"Arp-T2, ARPM2, FLJ25424","AF440740, AB057364",NM_080431
84517,ENSG00000184378,ACTRT3,HGNC:24022,actin related protein T3,Approved,NA,ARPM1,AK055346,NM_032487
90,ENSG00000115170,ACVR1,HGNC:171,activin A receptor type 1,Approved,ACVRLK2,"SKR1, ALK2, ACVR1A",NA,NM_001105
91,ENSG00000135503,ACVR1B,HGNC:172,activin A receptor type 1B,Approved,ACVRLK4,"ALK4, SKR2, ActRIB",NA,NM_020328
130399,ENSG00000123612,ACVR1C,HGNC:18123,activin A receptor type 1C,Approved,NA,"ALK7, ACVRLK7",BC022530,NM_145259
92,ENSG00000121989,ACVR2A,HGNC:173,activin A receptor type 2A,Approved,ACVR2,ACTRII,NA,NM_001616
93,ENSG00000114739,ACVR2B,HGNC:174,activin A receptor type 2B,Approved,NA,ActR-IIB,X77533,NM_001106
100128640,ENSG00000229589,ACVR2B-AS1,HGNC:44161,ACVR2B antisense RNA 1,Approved,NA,NA,AK025619,NR_028389
94,ENSG00000139567,ACVRL1,HGNC:175,activin A receptor like type 1,Approved,"ACVRLK1, ORW2","HHT2, ALK1, HHT",L17075,NM_000020
95,ENSG00000243989,ACY1,HGNC:177,aminoacylase 1,Approved,NA,NA,L07548,NM_000666
91703,ENSG00000132744,ACY3,HGNC:24104,aminoacylase 3,Approved,NA,"HCBP1, MGC9740, ACY-3",BC008689,NM_080658
97,ENSG00000119640,ACYP1,HGNC:179,acylphosphatase 1,Approved,NA,NA,X84194,NA
98,ENSG00000170634,ACYP2,HGNC:180,acylphosphatase 2,Approved,NA,NA,X84195,NA
100,ENSG00000196839,ADA,HGNC:186,adenosine deaminase,Approved,NA,ADA1,X02994,NM_000022
51816,ENSG00000093072,ADA2,HGNC:1839,adenosine deaminase 2,Approved,"IDGFL, CECR1",ADGF,AF190746,NA
132612,ENSG00000164113,ADAD1,HGNC:30713,adenosine deaminase domain containing 1,Approved,NA,Tenr,AK057303,NM_139243
100422386,NA,ADAD1P1,HGNC:44550,adenosine deaminase domain containing 1 pseudogene 1,Approved,NA,NA,NA,NA
100422407,ENSG00000267511,ADAD1P2,HGNC:44552,adenosine deaminase domain containing 1 pseudogene 2,Approved,NA,NA,NA,NA
161931,ENSG00000140955,ADAD2,HGNC:30714,adenosine deaminase domain containing 2,Approved,NA,"TENRL, FLJ00337",AF447586,NM_139174
161823,ENSG00000168803,ADAL,HGNC:31853,adenosine deaminase like,Approved,NA,NA,NA,NM_001324366
8759,ENSG00000229186,ADAM1A,HGNC:187,ADAM metallopeptidase domain 1A (pseudogene),Approved,ADAM1,"FTNAP, PH-30a, Ftna, ADAM1P",Y09232,NG_001216
100420505,ENSG00000226469,ADAM1B,HGNC:44366,ADAM metallopeptidase domain 1B (pseudogene),Approved,NA,NA,NA,NG_024129
2515,ENSG00000104755,ADAM2,HGNC:198,ADAM metallopeptidase domain 2,Approved,FTNB,"PH-30b, PH30, CT15",U52370,NM_001464
1587,ENSG00000197475,ADAM3A,HGNC:209,ADAM metallopeptidase domain 3A (pseudogene),Approved,CYRN1,"ADAM3, tMDCI",X89657,NR_001569
1596,ENSG00000260089,ADAM3B,HGNC:210,ADAM metallopeptidase domain 3B (pseudogene),Approved,CYRN2,NA,Y10615,NG_001526
255926,ENSG00000196115,ADAM5,HGNC:212,ADAM metallopeptidase domain 5 (pseudogene),Approved,ADAM5P,tMDCII,BC047448,NR_001448
8755,ENSG00000271968,ADAM6,HGNC:213,ADAM metallopeptidase domain 6 (pseudogene),Approved,C14orf96,tMDCIV,AI024595,NR_002224
8756,ENSG00000069206,ADAM7,HGNC:214,ADAM metallopeptidase domain 7,Approved,NA,"GP-83, EAPI",AF090327,NM_003817
101,ENSG00000151651,ADAM8,HGNC:215,ADAM metallopeptidase domain 8,Approved,NA,"CD156, MS2, CD156A",D26579,NM_001109
8754,ENSG00000168615,ADAM9,HGNC:216,ADAM metallopeptidase domain 9,Approved,CORD9,"MDC9, KIAA0021, MCMP, Mltng",U41766,NA
102,ENSG00000137845,ADAM10,HGNC:188,ADAM metallopeptidase domain 10,Approved,NA,"kuz, MADM, HsT18717, CD156C",AF009615,NM_001110
4185,ENSG00000073670,ADAM11,HGNC:189,ADAM metallopeptidase domain 11,Approved,MDC,NA,D17390,NM_002390
8038,ENSG00000148848,ADAM12,HGNC:190,ADAM metallopeptidase domain 12,Approved,NA,"MCMPMltna, MLTN",AF023476,NA
8751,ENSG00000143537,ADAM15,HGNC:193,ADAM metallopeptidase domain 15,Approved,NA,MDC15,U46005,NM_003815
6868,ENSG00000151694,ADAM17,HGNC:195,ADAM metallopeptidase domain 17,Approved,TACE,"cSVP, CD156B",U69611,NA
8749,ENSG00000168619,ADAM18,HGNC:196,ADAM metallopeptidase domain 18,Approved,NA,"tMDCIII, ADAM27",AJ133004,NM_014237
8728,ENSG00000135074,ADAM19,HGNC:197,ADAM metallopeptidase domain 19,Approved,NA,MLTNB,AF311317,NM_033274
8748,ENSG00000134007,ADAM20,HGNC:199,ADAM metallopeptidase domain 20,Approved,NA,NA,AF029899,NA
317760,ENSG00000259158,ADAM20P1,HGNC:20102,ADAM metallopeptidase domain 20 pseudogene 1,Approved,C14orf55,NA,BC047939,NR_037933
100533671,ENSG00000248574,ADAM20P2,HGNC:43901,ADAM metallopeptidase domain 20 pseudogene 2,Approved,NA,NA,NA,NA
644325,ENSG00000249162,ADAM20P3,HGNC:43902,ADAM metallopeptidase domain 20 pseudogene 3,Approved,NA,NA,NA,NA
8747,ENSG00000139985,ADAM21,HGNC:200,ADAM metallopeptidase domain 21,Approved,NA,ADAM31,AF029900,NA
145241,ENSG00000235812,ADAM21P1,HGNC:19822,ADAM metallopeptidase domain 21 pseudogene 1,Approved,ADAM21P,NA,NA,NG_002467
53616,ENSG00000008277,ADAM22,HGNC:201,ADAM metallopeptidase domain 22,Approved,NA,MDC2,AB009671,NM_021723
8745,ENSG00000114948,ADAM23,HGNC:202,ADAM metallopeptidase domain 23,Approved,NA,MDC3,AB009672,NM_003812
646479,ENSG00000214607,ADAM24P,HGNC:203,"ADAM metallopeptidase domain 24, pseudogene",Approved,NA,NA,NA,NA
10863,ENSG00000042980,ADAM28,HGNC:206,ADAM metallopeptidase domain 28,Approved,NA,"eMDCII, MDC-Lm, MDC-Ls, ADAM23",AJ242015,NM_021778
11086,ENSG00000168594,ADAM29,HGNC:207,ADAM metallopeptidase domain 29,Approved,NA,"svph1, CT73",AF171929,NA
11085,ENSG00000134249,ADAM30,HGNC:208,ADAM metallopeptidase domain 30,Approved,NA,svph4,AF171932,NM_021794
